Genes	GO_term	GO_id	TAIR_id	category	GO_slim
AT5G25415	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G25420	transmembrane transporter activity	GO:0022857	27431.0	func	transporter activity
AT5G25425	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G25430	transmembrane transporter activity	GO:0022857	27431.0	func	transporter activity
AT5G25440	protein kinase activity	GO:0004672	3889.0	func	catalytic activity | transferase activity | kinase activity
AT5G25460	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G25480	protein binding	GO:0005515	3877.0	func	protein binding
AT5G25490	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT5G25510	protein binding	GO:0005515	3877.0	func	protein binding
AT5G25530	unfolded protein binding	GO:0051082	18978.0	func	protein binding
AT5G25550	structural constituent of cell wall	GO:0005199	1879.0	func	structural molecule activity
AT5G25560	ubiquitin protein ligase activity	GO:0061630	45660.0	func	catalytic activity | transferase activity
AT5G25570	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G25580	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G25600	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G25610	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT5G25620	flavin adenine dinucleotide binding	GO:0050660	17564.0	func	nucleotide binding | other binding
AT5G25640	serine-type endopeptidase activity	GO:0004252	4112.0	func	hydrolase activity | catalytic activity
AT5G25750	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G25754	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT5G25756	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G25760	ubiquitin-protein transferase activity	GO:0004842	4573.0	func	transferase activity | catalytic activity
AT5G25780	translation initiation factor activity	GO:0003743	4485.0	func	translation factor activity, RNA binding
AT5G25790	RNA polymerase II transcription regulatory region sequence-specific DNA binding	GO:0000977	35768.0	func	DNA binding | nucleic acid binding
AT5G25800	exonuclease activity	GO:0004527	2305.0	func	nuclease activity
AT5G25810	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT5G25820	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT5G25830	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT5G25840	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G25850	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G25860	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G25870	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G25880	malate dehydrogenase (decarboxylating) (NAD+) activity	GO:0004471	3112.0	func	catalytic activity
AT5G25890	identical protein binding	GO:0042802	15210.0	func	protein binding
AT5G25900	ent-kaurene oxidase activity	GO:0052615	35646.0	func	catalytic activity
AT5G25910	kinase activity	GO:0016301	2953.0	func	kinase activity
AT5G25920	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G25930	kinase activity	GO:0016301	2953.0	func	kinase activity
AT5G25940	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G25950	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G25970	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT5G25980	glucosinolate glucohydrolase activity	GO:0102799	55400.0	func	hydrolase activity
AT5G25990	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT5G25995	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26000	beta-glucosidase activity	GO:0008422	1673.0	func	hydrolase activity
AT5G26010	protein serine/threonine phosphatase activity	GO:0004722	3908.0	func	hydrolase activity | catalytic activity
AT5G26030	ferrochelatase activity	GO:0004325	2350.0	func	catalytic activity
AT5G26040	NAD-dependent histone deacetylase activity (H3-K14 specific)	GO:0032041	23328.0	func	hydrolase activity | catalytic activity
AT5G26050	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26060	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26070	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26080	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26090	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26100	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26110	protein serine/threonine kinase activity	GO:0004674	3907.0	func	kinase activity | transferase activity | catalytic activity
AT5G26120	alpha-L-arabinofuranosidase activity	GO:0046556	13442.0	func	hydrolase activity
AT5G26130	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26140	hydrolase activity, hydrolyzing N-glycosyl compounds	GO:0016799	2780.0	func	hydrolase activity
AT5G26150	protein kinase activity	GO:0004672	3889.0	func	kinase activity | transferase activity | catalytic activity
AT5G26160	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26170	sequence-specific DNA binding	GO:0043565	22416.0	func	DNA binding
AT5G26180	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT5G26200	ATP transmembrane transporter activity	GO:0005347	899.0	func	transporter activity
AT5G26210	transcription regulatory region sequence-specific DNA binding	GO:0000976	35767.0	func	DNA binding | nucleic acid binding
AT5G26220	gamma-glutamylcyclotransferase activity	GO:0003839	2443.0	func	catalytic activity
AT5G26230	kinase inhibitor activity	GO:0019210	9654.0	func	enzyme regulator activity
AT5G26240	transmembrane transporter activity	GO:0022857	27431.0	func	transporter activity
AT5G26250	carbohydrate transmembrane transporter activity	GO:0015144	1797.0	func	transporter activity
AT5G26262	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26270	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26310	transferase activity, transferring glycosyl groups	GO:0016757	14916.0	func	transferase activity
AT5G26320	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26330	electron transfer activity	GO:0009055	2223.0	func	catalytic activity
AT5G26340	carbohydrate transmembrane transporter activity	GO:0015144	1797.0	func	transporter activity
AT5G26360	unfolded protein binding	GO:0051082	18978.0	func	protein binding
AT5G26570	phosphoglucan, water dikinase activity	GO:0051752	22357.0	func	kinase activity | transferase activity
AT5G26580	DNA-binding transcription factor activity, RNA polymerase II-specific	GO:0000981	35772.0	func	DNA-binding transcription factor activity
AT5G26610	nucleic acid binding	GO:0003676	3376.0	func	nucleic acid binding
AT5G26617	nucleic acid binding	GO:0003676	3376.0	func	nucleic acid binding
AT5G26620	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26630	DNA-binding transcription factor activity, RNA polymerase II-specific	GO:0000981	35772.0	func	DNA-binding transcription factor activity
AT5G26640	ubiquitin protein ligase activity	GO:0061630	45660.0	func	transferase activity | catalytic activity
AT5G26650	cis-regulatory region sequence-specific DNA binding	GO:0000987	35778.0	func	DNA binding | nucleic acid binding
AT5G26660	transcription regulatory region sequence-specific DNA binding	GO:0000976	35767.0	func	DNA binding | nucleic acid binding
AT5G26667	uridylate kinase activity	GO:0009041	4600.0	func	transferase activity | kinase activity
AT5G26670	pectin acetylesterase activity	GO:0052793	39170.0	func	hydrolase activity
AT5G26673	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26680	flap endonuclease activity	GO:0048256	17229.0	func	nuclease activity | catalytic activity
AT5G26692	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26700	nutrient reservoir activity	GO:0045735	12447.0	func	other molecular functions
AT5G26710	glutamine-tRNA ligase activity	GO:0004819	2533.0	func	catalytic activity
AT5G26717	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26730	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26731	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26740	transporter activity	GO:0005215	4504.0	func	transporter activity
AT5G26742	zinc ion binding	GO:0008270	4661.0	func	other binding
AT5G26749	nucleic acid binding	GO:0003676	3376.0	func	nucleic acid binding
AT5G26751	protein serine/threonine kinase activity	GO:0004674	3907.0	func	kinase activity | transferase activity | catalytic activity
AT5G26760	protein binding	GO:0005515	3877.0	func	protein binding
AT5G26770	protein self-association	GO:0043621	22766.0	func	protein binding
AT5G26780	glycine hydroxymethyltransferase activity	GO:0004372	2578.0	func	transferase activity
AT5G26790	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26810	carboxylic ester hydrolase activity	GO:0052689	37985.0	func	hydrolase activity
AT5G26820	iron ion transmembrane transporter activity	GO:0005381	2923.0	func	transporter activity
AT5G26830	aminoacyl-tRNA ligase activity	GO:0004812	4351.0	func	catalytic activity
AT5G26840	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26860	protein binding	GO:0005515	3877.0	func	protein binding
AT5G26865	transcription regulatory region sequence-specific DNA binding	GO:0000976	35767.0	func	DNA binding | nucleic acid binding
AT5G26880	RNA binding	GO:0003723	1217.0	func	RNA binding
AT5G26890	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26900	anaphase-promoting complex binding	GO:0010997	32378.0	func	other binding
AT5G26910	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26920	sequence-specific DNA binding	GO:0043565	22416.0	func	DNA binding
AT5G26930	zinc ion binding	GO:0008270	4661.0	func	other binding
AT5G26940	3'-5'-exodeoxyribonuclease activity	GO:0008296	798.0	func	catalytic activity | nuclease activity
AT5G26950	sequence-specific DNA binding	GO:0043565	22416.0	func	DNA binding
AT5G26960	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26970	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G26980	protein binding	GO:0005515	3877.0	func	protein binding
AT5G27000	protein binding	GO:0005515	3877.0	func	protein binding
AT5G27020	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27030	protein binding	GO:0005515	3877.0	func	protein binding
AT5G27050	cis-regulatory region sequence-specific DNA binding	GO:0000987	35778.0	func	nucleic acid binding | DNA binding
AT5G27060	kinase activity	GO:0016301	2953.0	func	kinase activity
AT5G27070	transcription factor binding	GO:0008134	4450.0	func	protein binding
AT5G27080	protein binding	GO:0005515	3877.0	func	protein binding
AT5G27090	RNA polymerase II transcription regulatory region sequence-specific DNA binding	GO:0000977	35768.0	func	DNA binding | nucleic acid binding
AT5G27093	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27100	signaling receptor activity	GO:0038023	38730.0	func	signaling receptor activity
AT5G27110	RNA binding	GO:0003723	1217.0	func	RNA binding
AT5G27120	snoRNA binding	GO:0030515	9776.0	func	RNA binding
AT5G27130	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT5G27140	snoRNA binding	GO:0030515	9776.0	func	RNA binding
AT5G27150	sodium:proton antiporter activity	GO:0015385	4196.0	func	transporter activity
AT5G27170	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27200	phosphopantetheine binding	GO:0031177	20635.0	func	other binding
AT5G27210	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27220	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27238	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27247	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27260	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27270	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT5G27280	chaperone binding	GO:0051087	18977.0	func	protein binding
AT5G27290	metalloendopeptidase activity	GO:0004222	3176.0	func	hydrolase activity | catalytic activity
AT5G27320	protein binding	GO:0005515	3877.0	func	protein binding
AT5G27340	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27350	transmembrane transporter activity	GO:0022857	27431.0	func	transporter activity
AT5G27360	transmembrane transporter activity	GO:0022857	27431.0	func	transporter activity
AT5G27380	glutathione synthase activity	GO:0004363	2544.0	func	catalytic activity
AT5G27390	calcium ion binding	GO:0005509	1755.0	func	other binding
AT5G27410	branched-chain-amino-acid transaminase activity	GO:0004084	1730.0	func	transferase activity
AT5G27420	ubiquitin-protein transferase activity	GO:0004842	4573.0	func	transferase activity | catalytic activity
AT5G27430	serine-type endopeptidase activity	GO:0004252	4112.0	func	catalytic activity | hydrolase activity
AT5G27440	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27450	mevalonate kinase activity	GO:0004496	3210.0	func	transferase activity | kinase activity
AT5G27460	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27470	tRNA binding	GO:0000049	4347.0	func	RNA binding
AT5G27490	Rab GTPase binding	GO:0017137	8668.0	func	protein binding
AT5G27493	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27510	ATP binding	GO:0005524	894.0	func	other binding | nucleotide binding
AT5G27520	ADP transmembrane transporter activity	GO:0015217	881.0	func	transporter activity
AT5G27530	polygalacturonase activity	GO:0004650	3789.0	func	hydrolase activity
AT5G27540	calcium ion binding	GO:0005509	1755.0	func	other binding
AT5G27550	ATPase activity	GO:0016887	907.0	func	hydrolase activity
AT5G27560	protein binding	GO:0005515	3877.0	func	protein binding
AT5G27570	protein binding	GO:0005515	3877.0	func	protein binding
AT5G27580	DNA-binding transcription factor activity, RNA polymerase II-specific	GO:0000981	35772.0	func	DNA-binding transcription factor activity
AT5G27600	long-chain fatty acid-CoA ligase activity	GO:0004467	3051.0	func	catalytic activity
AT5G27606	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27607	isopeptidase activity	GO:0070122	30969.0	func	catalytic activity | hydrolase activity
AT5G27610	DNA binding	GO:0003677	961.0	func	DNA binding
AT5G27620	protein binding	GO:0005515	3877.0	func	protein binding
AT5G27630	fatty-acyl-CoA binding	GO:0000062	1370.0	func	nucleotide binding | other binding
AT5G27640	protein binding	GO:0005515	3877.0	func	protein binding
AT5G27650	protein binding	GO:0005515	3877.0	func	protein binding
AT5G27660	peptidase activity	GO:0008233	3603.0	func	hydrolase activity | catalytic activity
AT5G27670	DNA binding	GO:0003677	961.0	func	DNA binding
AT5G27680	nucleic acid binding	GO:0003676	3376.0	func	nucleic acid binding
AT5G27690	protein binding	GO:0005515	3877.0	func	protein binding
AT5G27700	structural constituent of ribosome	GO:0003735	4271.0	func	structural molecule activity
AT5G27710	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27720	protein binding	GO:0005515	3877.0	func	protein binding
AT5G27740	DNA clamp loader activity	GO:0003689	962.0	func	DNA binding | hydrolase activity
AT5G27750	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27760	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27770	RNA binding	GO:0003723	1217.0	func	RNA binding
AT5G27780	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27790	protein kinase activity	GO:0004672	3889.0	func	transferase activity | kinase activity | catalytic activity
AT5G27810	protein dimerization activity	GO:0046983	15253.0	func	protein binding
AT5G27820	structural constituent of ribosome	GO:0003735	4271.0	func	structural molecule activity
AT5G27830	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27840	protein serine/threonine phosphatase activity	GO:0004722	3908.0	func	hydrolase activity | catalytic activity
AT5G27850	RNA binding	GO:0003723	1217.0	func	RNA binding
AT5G27860	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27870	pectinesterase inhibitor activity	GO:0046910	14197.0	func	enzyme regulator activity
AT5G27880	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT5G27889	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27890	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27910	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT5G27930	protein serine/threonine phosphatase activity	GO:0004722	3908.0	func	hydrolase activity | catalytic activity
AT5G27940	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27944	cis-regulatory region sequence-specific DNA binding	GO:0000987	35778.0	func	DNA binding | nucleic acid binding
AT5G27945	ubiquitin ligase activator activity	GO:1990757	50060.0	func	enzyme regulator activity
AT5G27950	microtubule binding	GO:0008017	3214.0	func	protein binding
AT5G27960	cis-regulatory region sequence-specific DNA binding	GO:0000987	35778.0	func	nucleic acid binding | DNA binding
AT5G27980	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G27990	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28000	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28010	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28020	L-3-cyanoalanine synthase activity	GO:0050017	16523.0	func	catalytic activity
AT5G28030	pyridoxal phosphate binding	GO:0030170	8613.0	func	other binding
AT5G28040	protein binding	GO:0005515	3877.0	func	protein binding
AT5G28050	guanosine deaminase activity	GO:0047974	16267.0	func	hydrolase activity
AT5G28060	mRNA binding	GO:0003729	3091.0	func	RNA binding
AT5G28080	protein kinase activity	GO:0004672	3889.0	func	catalytic activity | transferase activity | kinase activity
AT5G28090	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28160	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28180	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28190	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28210	polynucleotide 5'-phosphatase activity	GO:0004651	3791.0	func	hydrolase activity
AT5G28235	cysteine-type peptidase activity	GO:0008234	2043.0	func	hydrolase activity | catalytic activity
AT5G28237	tryptophan synthase activity	GO:0004834	4528.0	func	catalytic activity
AT5G28290	protein serine/threonine kinase activity	GO:0004674	3907.0	func	kinase activity | catalytic activity | transferase activity
AT5G28295	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28300	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT5G28310	glyoxylate reductase (NADP) activity	GO:0030267	8481.0	func	catalytic activity
AT5G28320	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28350	Rab GTPase binding	GO:0017137	8668.0	func	protein binding
AT5G28400	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28410	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28420	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28463	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28470	transmembrane transporter activity	GO:0022857	27431.0	func	transporter activity
AT5G28491	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28500	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28510	scopolin beta-glucosidase activity	GO:0102483	51861.0	func	hydrolase activity
AT5G28530	zinc ion binding	GO:0008270	4661.0	func	other binding
AT5G28540	ATPase activity	GO:0016887	907.0	func	hydrolase activity
AT5G28550	cysteine-type endopeptidase activity	GO:0004197	2042.0	func	catalytic activity | hydrolase activity
AT5G28560	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28630	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28640	protein binding	GO:0005515	3877.0	func	protein binding
AT5G28646	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28650	sequence-specific DNA binding	GO:0043565	22416.0	func	DNA binding
AT5G28660	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28680	protein kinase activity	GO:0004672	3889.0	func	transferase activity | kinase activity | catalytic activity
AT5G28690	endoribonuclease activity	GO:0004521	2245.0	func	nuclease activity | catalytic activity
AT5G28720	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28730	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28770	DNA-binding transcription factor activity	GO:0003700	4449.0	func	DNA-binding transcription factor activity
AT5G28780	DNA helicase activity	GO:0003678	966.0	func	catalytic activity | hydrolase activity
AT5G28810	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28820	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28823	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28840	GDP-mannose 3,5-epimerase activity	GO:0047918	16419.0	func	catalytic activity
AT5G28850	calcium ion binding	GO:0005509	1755.0	func	other binding
AT5G28885	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28900	protein phosphatase regulator activity	GO:0019888	9558.0	func	enzyme regulator activity
AT5G28910	alpha-(1->6)-fucosyltransferase activity	GO:0046921	14513.0	func	transferase activity
AT5G28920	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28950	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G28960	alpha-(1->6)-fucosyltransferase activity	GO:0046921	14513.0	func	transferase activity
AT5G29000	protein binding	GO:0005515	3877.0	func	protein binding
AT5G29050	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G29054	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G29070	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G29210	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G29560	monooxygenase activity	GO:0004497	3243.0	func	catalytic activity
AT5G29613	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G30341	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G30490	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G30495	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G30500	inositol 3-alpha-galactosyltransferase activity	GO:0047216	15816.0	func	transferase activity
AT5G30510	structural constituent of ribosome	GO:0003735	4271.0	func	structural molecule activity
AT5G30520	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G31412	protein dimerization activity	GO:0046983	15253.0	func	protein binding
AT5G32450	protein binding	GO:0005515	3877.0	func	protein binding | protein binding
AT5G32460	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G32470	thiaminase activity	GO:0050334	16303.0	func	hydrolase activity
AT5G32590	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G32613	nucleic acid binding	GO:0003676	3376.0	func	nucleic acid binding
AT5G32670	lipid binding	GO:0008289	3020.0	func	lipid binding
AT5G33210	DNA binding	GO:0003677	961.0	func	DNA binding
AT5G33280	protein binding	GO:0005515	3877.0	func	protein binding
AT5G33290	UDP-xylosyltransferase activity	GO:0035252	19267.0	func	transferase activity
AT5G33300	microtubule motor activity	GO:0003777	3215.0	func	motor activity
AT5G33320	phosphoglycerate transmembrane transporter activity	GO:0015120	3698.0	func	transporter activity
AT5G33330	RNA-DNA hybrid ribonuclease activity	GO:0004523	4049.0	func	catalytic activity | nuclease activity
AT5G33340	aspartic-type endopeptidase activity	GO:0004190	1621.0	func	hydrolase activity | catalytic activity
AT5G33370	hydrolase activity, acting on ester bonds	GO:0016788	2777.0	func	hydrolase activity
AT5G33390	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G33406	protein dimerization activity	GO:0046983	15253.0	func	protein binding
AT5G33806	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G33898	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G34581	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G34780	alpha-ketoacid dehydrogenase activity	GO:0003826	1475.0	func	catalytic activity
AT5G34829	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G34830	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G34850	acid phosphatase activity	GO:0003993	1343.0	func	hydrolase activity
AT5G34870	nucleic acid binding	GO:0003676	3376.0	func	nucleic acid binding
AT5G34881	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G34883	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G34887	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G34905	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G34930	arogenate dehydrogenase (NADP+) activity	GO:0033730	28159.0	func	catalytic activity
AT5G34940	beta-glucuronidase activity	GO:0004566	1677.0	func	hydrolase activity
AT5G35050	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G35067	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G35069	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G35080	protein binding	GO:0005515	3877.0	func	protein binding
AT5G35100	peptidyl-prolyl cis-trans isomerase activity	GO:0003755	3623.0	func	catalytic activity
AT5G35110	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G35120	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G35170	ATP binding	GO:0005524	894.0	func	nucleotide binding | other binding
AT5G35180	lipid binding	GO:0008289	3020.0	func	lipid binding
AT5G35190	structural constituent of cell wall	GO:0005199	1879.0	func	structural molecule activity
AT5G35200	SNARE binding	GO:0000149	1257.0	func	protein binding
AT5G35210	protein binding	GO:0005515	3877.0	func	protein binding
AT5G35220	metalloendopeptidase activity	GO:0004222	3176.0	func	catalytic activity | hydrolase activity
AT5G35230	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G35300	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G35330	zinc ion binding	GO:0008270	4661.0	func	other binding
AT5G35338	methyl-CpG binding	GO:0008327	3190.0	func	nucleotide binding | DNA binding
AT5G35360	acetyl-CoA carboxylase activity	GO:0003989	1328.0	func	catalytic activity
AT5G35370	calmodulin binding	GO:0005516	1783.0	func	protein binding
AT5G35375	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G35380	ATP binding	GO:0005524	894.0	func	other binding | nucleotide binding
AT5G35390	protein binding	GO:0005515	3877.0	func	protein binding
AT5G35400	pseudouridine synthase activity	GO:0009982	13398.0	func	catalytic activity
AT5G35410	protein serine/threonine kinase activity	GO:0004674	3907.0	func	transferase activity | kinase activity | catalytic activity
AT5G35450	ADP binding	GO:0043531	22291.0	func	nucleotide binding | other binding
AT5G35475	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G35480	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G35490	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G35510	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G35520	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G35525	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G35530	structural constituent of ribosome	GO:0003735	4271.0	func	structural molecule activity
AT5G35540	molecular_function_unknown	GO:0003674	3226.0	func	unknown molecular functions
AT5G35550	protein binding	GO:0005515	3877.0	func	protein binding
AT5G35560	Rab guanyl-nucleotide exchange factor activity	GO:0017112	8667.0	func	protein binding
