	Genes	GO_term	GO_id	TAIR_id	GO_slim
20349	AT5G46220	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20350	AT5G46230	NAD binding	0051287	19857.0	nucleotide binding
20351	AT5G46240	ADP binding	0043531	22291.0	other binding | nucleotide binding
20352	AT5G46250	GTP binding	0005525	1035.0	nucleotide binding | other binding
20353	AT5G46260	ADP binding	0043531	22291.0	nucleotide binding | other binding
20354	AT5G46270	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20355	AT5G46280	ubiquitinyl hydrolase activity	0101005	51358.0	catalytic activity | hydrolase activity
20356	AT5G46290	mRNA binding	0003729	3091.0	RNA binding
20357	AT5G46295	thiolester hydrolase activity	0016790	4401.0	hydrolase activity
20358	AT5G46330	thiolester hydrolase activity	0016790	4401.0	hydrolase activity
20359	AT5G46340	thiolester hydrolase activity	0016790	4401.0	hydrolase activity
20360	AT5G46350	protein binding	0005515	3877.0	protein binding
20361	AT5G46360	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20362	AT5G46370	protein binding	0005515	3877.0	protein binding
20363	AT5G46380	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20364	AT5G46390	protein binding	0005515	3877.0	protein binding | protein binding | protein binding
20365	AT5G46395	zinc ion binding	0008270	4661.0	other binding
20366	AT5G46400	hydroxymethyl-, formyl- and related transferase activity	0016742	2787.0	transferase activity
20367	AT5G46410	phosphatidylinositol binding	0035091	17931.0	other binding | lipid binding
20368	AT5G46420	ammonium transmembrane transporter activity	0008519	1527.0	transporter activity
20369	AT5G46430	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20370	AT5G46440	transmembrane transporter activity	0022857	27431.0	transporter activity
20371	AT5G46450	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20372	AT5G46460	pectinesterase activity	0030599	10939.0	hydrolase activity
20373	AT5G46470	GTPase activity	0003924	1041.0	hydrolase activity
20374	AT5G46490	protein serine/threonine kinase activator activity	0043539	22299.0	enzyme regulator activity
20375	AT5G46500	malate transmembrane transporter activity	0015140	3116.0	transporter activity
20376	AT5G46510	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20377	AT5G46520	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20378	AT5G46530	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20379	AT5G46550	mRNA binding	0003729	3091.0	RNA binding
20380	AT5G46560	acyl carrier activity	0000036	1369.0	other binding
20381	AT5G46570	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20382	AT5G46580	transcription coregulator activity	0003712	4446.0	transcription regulator activity
20383	AT5G46590	ADP-ribose diphosphatase activity	0047631	16003.0	hydrolase activity
20384	AT5G46600	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20385	AT5G46620	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20386	AT5G46630	tRNA (guanine(9)-N(1))-methyltransferase activity	0052905	40135.0	transferase activity | catalytic activity
20387	AT5G46640	protein binding	0005515	3877.0	protein binding
20388	AT5G46650	ribonucleoprotein complex binding	0043021	17744.0	other binding
20389	AT5G46660	phospholipid binding	0005543	3710.0	lipid binding | other binding
20390	AT5G46670	acetyl-CoA C-acetyltransferase activity	0003985	1326.0	transferase activity
20391	AT5G46680	protein binding	0005515	3877.0	protein binding
20392	AT5G46690	phosphatase activity	0016791	3735.0	hydrolase activity
20393	AT5G46700	geranyltranstransferase activity	0004337	2457.0	transferase activity
20394	AT5G46710	polygalacturonate 4-alpha-galacturonosyltransferase activity	0047262	15838.0	transferase activity
20395	AT5G46720	protein binding	0005515	3877.0	protein binding
20396	AT5G46730	6-phosphofructokinase activity	0003872	867.0	transferase activity | kinase activity
20397	AT5G46740	protein binding	0005515	3877.0	protein binding
20398	AT5G46750	protein binding	0005515	3877.0	protein binding
20399	AT5G46760	cytidylate kinase activity	0004127	2051.0	transferase activity | kinase activity
20400	AT5G46770	protein kinase activity	0004672	3889.0	catalytic activity | transferase activity | kinase activity
20401	AT5G46780	translation release factor activity, codon specific	0016149	4488.0	translation factor activity, RNA binding
20402	AT5G46790	NAD(P)H oxidase H2O2-forming activity	0016174	1158.0	catalytic activity
20403	AT5G46800	RNA binding	0003723	1217.0	RNA binding
20404	AT5G46825	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20405	AT5G46830	transferase activity, transferring acyl groups other than amino-acyl groups	0016747	4465.0	transferase activity
20406	AT5G46840	GTPase activity	0003924	1041.0	hydrolase activity
20407	AT5G46850	flavin adenine dinucleotide binding	0050660	17564.0	nucleotide binding | other binding
20408	AT5G46860	transferase activity, transferring acyl groups other than amino-acyl groups	0016747	4465.0	transferase activity
20409	AT5G46870	thalian-diol desaturase activity	0080004	29796.0	catalytic activity
20410	AT5G46871	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	0016705	3495.0	catalytic activity
20411	AT5G46880	beta-amyrin synthase activity	0042300	11348.0	catalytic activity
20412	AT5G46910	heat shock protein binding	0031072	19619.0	protein binding
20413	AT5G46915	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20414	AT5G46920	xyloglucan:xyloglucosyl transferase activity	0016762	4652.0	transferase activity
20415	AT5G46960	hydroquinone:oxygen oxidoreductase activity	0052716	38872.0	catalytic activity
20416	AT5G47010	cyclase activity	0009975	13887.0	catalytic activity
20417	AT5G47020	polygalacturonase activity	0004650	3789.0	hydrolase activity
20418	AT5G47030	transcription regulatory region sequence-specific DNA binding	0000976	35767.0	nucleic acid binding | DNA binding
20419	AT5G47040	identical protein binding	0042802	15210.0	protein binding
20420	AT5G47050	protein binding	0005515	3877.0	protein binding
20421	AT5G47060	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20422	AT5G47070	enzyme regulator activity	0030234	8565.0	enzyme regulator activity
20423	AT5G47080	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20424	AT5G47090	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20425	AT5G47100	indole-3-glycerol-phosphate synthase activity	0004425	2805.0	catalytic activity
20426	AT5G47110	acetyl-CoA C-acetyltransferase activity	0003985	1326.0	transferase activity
20427	AT5G47120	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20428	AT5G47130	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20429	AT5G47140	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20430	AT5G47160	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20431	AT5G47170	glucose-1-phosphate adenylyltransferase activity	0008878	2488.0	transferase activity
20432	AT5G47175	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20433	AT5G47180	protein binding	0005515	3877.0	protein binding
20434	AT5G47190	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20435	AT5G47200	nucleic acid binding	0003676	3376.0	nucleic acid binding
20436	AT5G47210	actin binding	0003779	1353.0	protein binding
20437	AT5G47220	acyl-CoA hydrolase activity	0047617	16032.0	hydrolase activity
20438	AT5G47229	glucosinolate glucohydrolase activity	0102799	55400.0	hydrolase activity
20439	AT5G47230	protein kinase activity	0004672	3889.0	catalytic activity | transferase activity | kinase activity
20440	AT5G47240	protein binding	0005515	3877.0	protein binding
20441	AT5G47250	signaling receptor activity	0038023	38730.0	signaling receptor activity
20442	AT5G47260	ligand-gated ion channel activity	0015276	3007.0	transporter activity
20443	AT5G47280	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20444	AT5G47310	aspartic-type endopeptidase activity	0004190	1621.0	hydrolase activity | catalytic activity
20445	AT5G47320	oxidoreductase activity	0016491	3460.0	catalytic activity
20446	AT5G47330	copper ion binding	0005507	1990.0	other binding
20447	AT5G47350	actin filament binding	0051015	18617.0	protein binding | other binding
20448	AT5G47360	protein binding	0005515	3877.0	protein binding
20449	AT5G47370	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20450	AT5G47380	protein self-association	0043621	22766.0	protein binding
20451	AT5G47390	fatty acid binding	0005504	2329.0	other binding | lipid binding
20452	AT5G47400	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20453	AT5G47420	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20454	AT5G47430	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20455	AT5G47435	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20456	AT5G47440	catalytic activity	0003824	2265.0	catalytic activity
20457	AT5G47455	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20458	AT5G47460	protein dimerization activity	0046983	15253.0	protein binding
20459	AT5G47470	protein binding	0005515	3877.0	protein binding
20460	AT5G47480	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20461	AT5G47490	peptidyl-prolyl cis-trans isomerase activity	0003755	3623.0	catalytic activity
20462	AT5G47500	ATP binding	0005524	894.0	other binding | nucleotide binding
20463	AT5G47510	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20464	AT5G47520	ADP binding	0043531	22291.0	other binding | nucleotide binding
20465	AT5G47530	cyclin-dependent protein serine/threonine kinase regulator activity	0016538	2025.0	enzyme regulator activity
20466	AT5G47540	cyclin-dependent protein serine/threonine kinase regulator activity	0016538	2025.0	enzyme regulator activity
20467	AT5G47550	mRNA binding	0003729	3091.0	RNA binding
20468	AT5G47560	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20469	AT5G47570	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20470	AT5G47580	sequence-specific DNA binding	0043565	22416.0	DNA binding
20471	AT5G47590	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20472	AT5G47600	protein tag	0031386	20954.0	other molecular functions
20473	AT5G47610	ubiquitin-like protein ligase binding	0044389	39537.0	protein binding
20474	AT5G47620	protein binding	0005515	3877.0	protein binding
20475	AT5G47630	protein binding	0005515	3877.0	protein binding
20476	AT5G47635	mRNA binding	0003729	3091.0	RNA binding
20477	AT5G47640	NAD(P)+ nucleosidase activity	0050135	16367.0	hydrolase activity
20478	AT5G47650	ADP binding	0043531	22291.0	other binding | nucleotide binding
20479	AT5G47660	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20480	AT5G47670	heme binding	0020037	9668.0	other binding
20481	AT5G47680	protein binding	0005515	3877.0	protein binding
20482	AT5G47690	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20483	AT5G47700	protein homodimerization activity	0042803	15211.0	protein binding
20484	AT5G47710	protein binding	0005515	3877.0	protein binding
20485	AT5G47720	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20486	AT5G47730	RNA binding	0003723	1217.0	RNA binding
20487	AT5G47740	acetyl-CoA C-acyltransferase activity	0003988	1327.0	transferase activity
20488	AT5G47750	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20489	AT5G47760	pectate lyase activity	0030570	10952.0	catalytic activity
20490	AT5G47770	zinc ion binding	0008270	4661.0	other binding
20491	AT5G47780	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20492	AT5G47790	protein binding	0005515	3877.0	protein binding
20493	AT5G47800	protein binding	0005515	3877.0	protein binding
20494	AT5G47810	1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity	0061522	45286.0	hydrolase activity
20495	AT5G47820	5'-nucleotidase activity	0008253	855.0	hydrolase activity
20496	AT5G47830	thiamine pyrophosphate transmembrane transporter activity	0090422	40943.0	transporter activity
20497	AT5G47840	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20498	AT5G47850	protein binding	0005515	3877.0	protein binding
20499	AT5G47860	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20500	AT5G47870	protein binding	0005515	3877.0	protein binding
20501	AT5G47880	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20502	AT5G47890	protein heterodimerization activity	0046982	15254.0	protein binding
20503	AT5G47900	aminoacyl-tRNA editing activity	0002161	34372.0	catalytic activity | hydrolase activity
20504	AT5G47910	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20505	AT5G47920	Hsp70 protein binding	0030544	9522.0	protein binding
20506	AT5G47930	3-oxo-cerotoyl-CoA synthase activity	0102337	51890.0	transferase activity
20507	AT5G47940	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20508	AT5G47960	DNA polymerase binding	0070182	31084.0	protein binding
20509	AT5G47970	xenobiotic transmembrane transporter activity	0042910	17153.0	transporter activity
20510	AT5G48010	NAD(P)+ nucleosidase activity	0050135	16367.0	hydrolase activity
20511	AT5G48020	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20512	AT5G48030	protein binding	0005515	3877.0	protein binding
20513	AT5G48040	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20514	AT5G48050	pectinesterase activity	0030599	10939.0	hydrolase activity
20515	AT5G48060	transferase activity, transferring glycosyl groups	0016757	14916.0	transferase activity
20516	AT5G48070	protein binding	0005515	3877.0	protein binding
20517	AT5G48090	polygalacturonase activity	0004650	3789.0	hydrolase activity
20518	AT5G48110	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20519	AT5G48120	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20520	AT5G48150	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20521	AT5G48160	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20522	AT5G48170	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20523	AT5G48175	nuclear localization sequence binding	0008139	3374.0	other binding
20524	AT5G48180	nuclear localization sequence binding	0008139	3374.0	other binding
20525	AT5G48220	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20526	AT5G48230	protein binding	0005515	3877.0	protein binding
20527	AT5G48240	O-acetyltransferase activity	0016413	1171.0	transferase activity
20528	AT5G48250	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20529	AT5G48290	xylan 1,4-beta-xylosidase activity	0009044	4651.0	hydrolase activity
20530	AT5G48300	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20531	AT5G48310	cis-regulatory region sequence-specific DNA binding	0000987	35778.0	nucleic acid binding | DNA binding
20532	AT5G48320	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20533	AT5G48330	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20534	AT5G48335	ATP citrate synthase activity	0003878	903.0	transferase activity
20535	AT5G48340	protein kinase activity	0004672	3889.0	catalytic activity | transferase activity | kinase activity
20536	AT5G48360	calcium ion binding	0005509	1755.0	other binding
20537	AT5G48370	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20538	AT5G48380	GTPase activity	0003924	1041.0	hydrolase activity
20539	AT5G48385	tubulin binding	0015631	4533.0	protein binding
20540	AT5G48390	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20541	AT5G48400	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20542	AT5G48410	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20543	AT5G48430	protein binding	0005515	3877.0	protein binding
20544	AT5G48440	copper ion binding	0005507	1990.0	other binding
20545	AT5G48450	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity	0000224	3610.0	hydrolase activity
20546	AT5G48460	unfolded protein binding	0051082	18978.0	protein binding
20547	AT5G48470	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20548	AT5G48480	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20549	AT5G48485	protein binding	0005515	3877.0	protein binding
20550	AT5G48490	transcription regulatory region sequence-specific DNA binding	0000976	35767.0	nucleic acid binding | DNA binding
20551	AT5G48500	neutral amino acid transmembrane transporter activity	0015175	3323.0	transporter activity
20552	AT5G48510	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20553	AT5G48520	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20554	AT5G48530	xylulokinase activity	0004856	4657.0	kinase activity | transferase activity
20555	AT5G48540	kinase activity	0016301	2953.0	kinase activity
20556	AT5G48545	ubiquitin protein ligase activity	0061630	45660.0	catalytic activity | transferase activity
20557	AT5G48550	protein binding	0005515	3877.0	protein binding
20558	AT5G48560	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20559	AT5G48570	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20560	AT5G48580	cellulase activity	0008810	1880.0	hydrolase activity
20561	AT5G48590	ferric-chelate reductase activity	0000293	10957.0	catalytic activity
20562	AT5G48600	ferric-chelate reductase activity	0000293	10957.0	catalytic activity
20563	AT5G48610	transmembrane receptor protein serine/threonine kinase activity	0004675	4493.0	kinase activity | signaling receptor activity | catalytic activity | transferase activity
20564	AT5G48620	protein binding	0005515	3877.0	protein binding
20565	AT5G48630	kinase activity	0016301	2953.0	kinase activity
20566	AT5G48640	lipid binding	0008289	3020.0	lipid binding
20567	AT5G48650	pyridoxal phosphate binding	0030170	8613.0	other binding
20568	AT5G48655	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20569	AT5G48657	protein binding	0005515	3877.0	protein binding
20570	AT5G48660	ATP binding	0005524	894.0	nucleotide binding | other binding
20571	AT5G48670	protein binding	0005515	3877.0	protein binding
20572	AT5G48680	beta-glucosidase activity	0008422	1673.0	hydrolase activity
20573	AT5G48690	protein binding	0005515	3877.0	protein binding
20574	AT5G48710	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20575	AT5G48720	tRNA binding	0000049	4347.0	RNA binding
20576	AT5G48730	4 iron, 4 sulfur cluster binding	0051539	21612.0	other binding
20577	AT5G48740	calcium ion binding	0005509	1755.0	other binding
20578	AT5G48760	short-chain carboxylesterase activity	0034338	29320.0	hydrolase activity
20579	AT5G48770	FMN binding	0010181	17729.0	nucleotide binding | other binding
20580	AT5G48780	auxin binding	0010011	13935.0	other binding
20581	AT5G48790	transmembrane transporter activity	0022857	27431.0	transporter activity
20582	AT5G48800	protein kinase activity	0004672	3889.0	transferase activity | catalytic activity | kinase activity
20583	AT5G48810	protein binding	0005515	3877.0	protein binding
20584	AT5G48820	protein-cysteine S-palmitoyltransferase activity	0019706	9634.0	transferase activity | catalytic activity
20585	AT5G48830	enzyme inhibitor activity	0004857	2267.0	enzyme regulator activity
20586	AT5G48840	enzyme inhibitor activity	0004857	2267.0	enzyme regulator activity
20587	AT5G48850	enzyme inhibitor activity	0004857	2267.0	enzyme regulator activity
20588	AT5G48870	enzyme inhibitor activity	0004857	2267.0	enzyme regulator activity
20589	AT5G48880	enzyme inhibitor activity	0004857	2267.0	enzyme regulator activity
20590	AT5G48900	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20591	AT5G48910	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20592	AT5G48920	protein disulfide oxidoreductase activity	0015035	3882.0	catalytic activity
20593	AT5G48930	rRNA methyltransferase activity	0008649	4001.0	catalytic activity | transferase activity
20594	AT5G48940	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20595	AT5G48950	ferric-chelate reductase activity	0000293	10957.0	catalytic activity
20596	AT5G48960	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20597	AT5G48970	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20598	AT5G48980	protein kinase activity	0004672	3889.0	transferase activity | kinase activity | catalytic activity
20599	AT5G48990	nitrate transmembrane transporter activity	0015112	3346.0	transporter activity
20600	AT5G49000	4 iron, 4 sulfur cluster binding	0051539	21612.0	other binding
20601	AT5G49010	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20602	AT5G49015	protein binding	0005515	3877.0	protein binding
20603	AT5G49020	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	0004719	3920.0	catalytic activity | transferase activity
20604	AT5G49030	poly(U) RNA binding	0008266	3782.0	RNA binding
20605	AT5G49060	cysteine-type endopeptidase activity	0004197	2042.0	hydrolase activity | catalytic activity
20606	AT5G49070	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20607	AT5G49100	polysaccharide binding	0030247	8585.0	carbohydrate binding
20608	AT5G49110	purine nucleobase transmembrane transporter activity	0005345	3951.0	transporter activity
20609	AT5G49120	histone acetyltransferase activity	0004402	2723.0	transferase activity
20610	AT5G49130	ATP binding	0005524	894.0	other binding | nucleotide binding
20611	AT5G49150	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20612	AT5G49160	damaged DNA binding	0003684	2092.0	DNA binding
20613	AT5G49170	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20614	AT5G49190	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20615	AT5G49200	adenylate kinase activity	0004017	1399.0	transferase activity | kinase activity
20616	AT5G49210	cycloeucalenol cycloisomerase activity	0047793	16402.0	catalytic activity
20617	AT5G49215	zinc ion binding	0008270	4661.0	other binding
20618	AT5G49220	acid phosphatase activity	0003993	1343.0	hydrolase activity
20619	AT5G49230	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20620	AT5G49270	peptide-O-fucosyltransferase activity	0046922	14514.0	transferase activity | catalytic activity
20621	AT5G49280	ubiquitin-protein transferase activity	0004842	4573.0	transferase activity | catalytic activity
20622	AT5G49290	SNAP receptor activity	0005484	1256.0	other molecular functions
20623	AT5G49300	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	0015450	3913.0	transporter activity
20624	AT5G49305	protein heterodimerization activity	0046982	15254.0	protein binding
20625	AT5G49310	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20626	AT5G49320	DNA-binding transcription activator activity, RNA polymerase II-specific	0001228	40764.0	DNA-binding transcription factor activity
20627	AT5G49330	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20628	AT5G49360	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20629	AT5G49390	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20630	AT5G49400	GTPase binding	0051020	18618.0	protein binding
20631	AT5G49410	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20632	AT5G49430	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20633	AT5G49440	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20634	AT5G49450	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20635	AT5G49460	SUMO activating enzyme activity	0019948	13876.0	catalytic activity
20636	AT5G49470	11-beta-hydroxysteroid dehydrogenase (NADP+) activity	0070524	31754.0	catalytic activity
20637	AT5G49480	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20638	AT5G49500	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20639	AT5G49510	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20640	AT5G49520	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20641	AT5G49525	transcription regulatory region sequence-specific DNA binding	0000976	35767.0	DNA binding | nucleic acid binding
20642	AT5G49530	protein binding	0005515	3877.0	protein binding
20643	AT5G49540	oxidoreductase activity	0016491	3460.0	catalytic activity
20644	AT5G49550	11-beta-hydroxysteroid dehydrogenase (NADP+) activity	0070524	31754.0	catalytic activity
20645	AT5G49555	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20646	AT5G49560	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20647	AT5G49570	protein binding	0005515	3877.0	protein binding
20648	AT5G49580	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20649	AT5G49600	ATPase activity	0016887	907.0	hydrolase activity
20650	AT5G49610	sugar transmembrane transporter activity	0051119	19195.0	transporter activity
20651	AT5G49620	sugar transmembrane transporter activity	0051119	19195.0	transporter activity
20652	AT5G49630	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20653	AT5G49640	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20654	AT5G49650	syntaxin binding	0019905	9745.0	protein binding
20655	AT5G49660	pyruvate dehydrogenase (acetyl-transferring) activity	0004739	3977.0	catalytic activity
20656	AT5G49665	protein serine/threonine kinase activity	0004674	3907.0	catalytic activity | transferase activity | kinase activity
20657	AT5G49680	ubiquitin conjugating enzyme activity	0061631	48903.0	transferase activity | catalytic activity
20658	AT5G49690	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20659	AT5G49700	protein binding	0005515	3877.0	protein binding
20660	AT5G49710	ATP-dependent peptidase activity	0004176	904.0	hydrolase activity | catalytic activity
20661	AT5G49720	protein heterodimerization activity	0046982	15254.0	protein binding
20662	AT5G49730	mRNA binding	0003729	3091.0	RNA binding
20663	AT5G49740	fumarate hydratase activity	0004333	2403.0	catalytic activity
20664	AT5G49760	iron-sulfur cluster binding	0051536	21609.0	other binding
20665	AT5G49770	zinc ion binding	0008270	4661.0	other binding
20666	AT5G49780	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20667	AT5G49800	iron ion binding	0005506	2918.0	other binding
20668	AT5G49810	succinate dehydrogenase (ubiquinone) activity	0008177	4278.0	catalytic activity
20669	AT5G49820	ADP transmembrane transporter activity	0015217	881.0	transporter activity
20670	AT5G49830	calcium ion binding	0005509	1755.0	other binding
20671	AT5G49840	ATPase activity	0016887	907.0	hydrolase activity
20672	AT5G49880	RNA-DNA hybrid ribonuclease activity	0004523	4049.0	catalytic activity | nuclease activity
20673	AT5G49890	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20674	AT5G49900	superoxide dismutase activity	0004784	4321.0	catalytic activity
20675	AT5G49910	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20676	AT5G49920	4-alpha-hydroxytetrahydrobiopterin dehydratase activity	0008124	851.0	catalytic activity
20677	AT5G49930	protein binding	0005515	3877.0	protein binding
20678	AT5G49940	RNA methyltransferase activity	0008173	1225.0	catalytic activity | transferase activity
20679	AT5G49945	pseudouridine synthase activity	0009982	13398.0	catalytic activity
20680	AT5G49950	3'-5'-exoribonuclease activity	0000175	800.0	nuclease activity | catalytic activity
20681	AT5G49960	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20682	AT5G49970	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20683	AT5G49980	protein binding	0005515	3877.0	protein binding
20684	AT5G49990	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20685	AT5G50000	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20686	AT5G50010	DNA binding	0003677	961.0	DNA binding
20687	AT5G50020	acid phosphatase activity	0003993	1343.0	hydrolase activity
20688	AT5G50030	ubiquitin-protein transferase activity	0004842	4573.0	transferase activity | catalytic activity
20689	AT5G50060	RNA binding	0003723	1217.0	RNA binding
20690	AT5G50070	dihydroceramide kinase activity	0102773	54485.0	transferase activity
20691	AT5G50090	protein binding	0005515	3877.0	protein binding
20692	AT5G50100	dioxygenase activity	0051213	19457.0	catalytic activity
20693	AT5G50110	protein binding	0005515	3877.0	protein binding
20694	AT5G50120	kinase activity	0016301	2953.0	kinase activity
20695	AT5G50130	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20696	AT5G50140	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20697	AT5G50150	mRNA binding	0003729	3091.0	RNA binding
20698	AT5G50160	arachidoyl-CoA:1-dodecanol O-acyltransferase activity	0102966	54602.0	transferase activity
20699	AT5G50170	protein binding	0005515	3877.0	protein binding
20700	AT5G50180	protein binding	0005515	3877.0	protein binding
20701	AT5G50200	protein binding	0005515	3877.0	protein binding
20702	AT5G50210	growth factor activity	0008083	2623.0	signaling receptor binding
20703	AT5G50230	trehalose-phosphatase activity	0004805	4508.0	hydrolase activity
20704	AT5G50240	acid-amino acid ligase activity	0016881	1344.0	catalytic activity
20705	AT5G50250	copper ion binding	0005507	1990.0	other binding
20706	AT5G50260	pectinesterase inhibitor activity	0046910	14197.0	enzyme regulator activity
20707	AT5G50280	pectinesterase activity	0030599	10939.0	hydrolase activity
20708	AT5G50290	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20709	AT5G50310	enzyme inhibitor activity	0004857	2267.0	enzyme regulator activity
